objid,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237668496858350300,182.486022864183,18.529260346632,25.83908,22.19244,22.25333,21.88885,21.15352,0.8000183,0.09797598,0.1860971,0.2123519,0.3705139
1237668496858349800,182.518028496118,18.5067397612653,21.3986,20.36415,20.05663,20.00174,20.03269,0.1604788,0.02367293,0.02870843,0.04149543,0.1460386
1237668496858349800,182.524295995419,18.5070715998816,21.17732,20.78676,20.4977,20.59002,20.43609,0.1524432,0.0366354,0.04640908,0.07921145,0.2439756
1237668496858350300,182.521266176278,18.5025879559086,22.47331,21.43496,21.16105,21.4018,21.05145,0.3839287,0.05250096,0.07130412,0.1376694,0.342639
1237668496858350300,182.520824524374,18.5019204237098,23.93773,23.7473,23.69958,21.40504,22.6706,1.143565,0.3644225,0.614006,0.1372057,0.8849275
1237668496858350300,182.519469560322,18.5014101791594,25.94916,22.34925,21.83878,21.72325,22.01336,0.7761699,0.1191158,0.1347515,0.1932478,0.7445689
1237668496858350300,182.524598622758,18.5014403502333,25.05649,22.85954,22.36098,21.9467,21.95658,1.27437,0.1744405,0.2033059,0.223122,0.6736454
1237668496858350300,182.522305134427,18.5014469001555,23.80728,22.12805,21.67602,21.31743,21.39243,1.191935,0.1064696,0.1228784,0.1434754,0.5249196
1237668496858349800,182.515176277075,18.5066145028702,19.53674,18.33089,17.8052,17.57323,17.43835,0.03872089,0.007085541,0.006366143,0.007210119,0.01752813
1237668496858349800,182.495097019403,18.5141554737986,21.29693,20.18774,19.8652,19.72566,19.77521,0.1428556,0.02059219,0.02435353,0.03225682,0.113285
1237668496858349800,182.496924373013,18.5131933172572,23.50021,21.16425,21.01607,20.98657,22.4815,0.875683,0.04224266,0.0631813,0.094901,0.8480086
1237668496858349800,182.497307087324,18.513957927528,25.01861,24.07734,23.47861,22.02161,22.46941,1.281388,0.4585549,0.5234714,0.2379415,0.8606186
1237668496858350300,182.503982836898,18.5127043512174,23.85944,22.33976,24.26394,21.79147,22.28087,1.096049,0.1120454,0.8484271,0.1941773,0.7969427
1237668496858349800,182.499977190071,18.5138853236566,23.64504,22.25801,22.19635,21.72232,20.8548,1.034626,0.1114582,0.1873731,0.1933896,0.3128972
1237668496858349800,182.501786868784,18.5120913486872,23.95546,22.14459,22.04487,22.08176,22.36979,1.233016,0.1017767,0.1645397,0.2685811,0.8945279
1237668496858349800,182.501414195407,18.513510207994,22.31195,22.8918,22.45567,22.34521,22.12115,0.3416908,0.1787833,0.2221557,0.3155732,0.7412457
1237668496858349800,182.498398592301,18.5109199047391,23.4716,21.39769,21.19002,21.30516,21.19054,0.8659946,0.05085307,0.07300047,0.126114,0.3854209
1237668496858349600,182.505148629623,18.5062650267797,18.46987,17.20241,16.70166,16.50802,16.41574,0.01978281,0.004593996,0.004023996,0.004448175,0.009096353
1237668496858349800,182.513877743449,18.5043948569947,22.25546,21.41357,21.34403,20.863,21.79659,0.3236815,0.05153341,0.0827888,0.08507236,0.6160655
1237668496858350300,182.510464782855,18.5080058296254,23.2334,22.39271,23.40556,22.39766,21.428,0.7275873,0.1171644,0.4925633,0.3319034,0.4629905
1237668496858349600,182.513301719999,18.5243393778212,19.94045,18.50794,18.01727,17.78804,17.64218,0.05191272,0.007721804,0.007149114,0.008147318,0.0201423
1237668496858349600,182.512498112977,18.5205463409893,19.32832,17.88524,17.34603,17.1056,16.95311,0.03427275,0.005837048,0.005137119,0.005706556,0.0127207
1237668625695768800,182.514962743511,18.5352030533361,18.35042,17.08224,17.18693,17.31278,17.62493,0.01625304,0.005136592,0.005319147,0.006323011,0.01620053
1237668625695768800,182.507590052271,18.5353462517242,18.33778,17.23783,17.49159,17.69544,17.95319,0.016255,0.005262217,0.005791593,0.007479471,0.02082231
1237668625695768800,182.510294996374,18.5344252301711,18.16325,17.11064,17.39126,17.68485,17.92736,0.01483993,0.00506755,0.005584401,0.00732561,0.01985002
1237668625695768800,182.508301499585,18.534586792276,19.51344,17.65518,17.17113,17.41653,18.70509,0.03110148,0.006611608,0.00609032,0.007766353,0.033473
1237668496858349600,182.515536696669,18.5300438311909,18.58553,17.34804,17.22731,17.18141,17.16256,0.0213556,0.004866243,0.004970762,0.005930902,0.01420394
1237668496858349600,182.506530459619,18.5260599271781,18.48403,16.92597,16.29718,16.00428,15.84289,0.01985137,0.004285251,0.003627516,0.003811833,0.006688464
1237668496858349600,182.511637784207,18.5266476752783,19.38458,18.04334,17.48716,17.20123,17.10135,0.03429909,0.006391594,0.00562322,0.005945015,0.01353259
1237668625695768800,182.511161132103,18.5563873480827,21.15474,18.2223,24.80204,24.36181,21.20037,0.367297,0.01849637,3.127148,3.587558,1.471426
1237668625695768800,182.503696070414,18.5539615621976,18.59614,17.08364,16.46827,16.20051,16.07635,0.01803257,0.005002876,0.004374466,0.004457081,0.007089034
1237668625695768600,182.514806702216,18.5391791061617,18.5284,16.72275,15.96434,15.70998,16.02773,0.01793671,0.005304763,0.004555832,0.004607901,0.007542205
1237668625695768800,182.509726654911,18.5476078045436,18.27822,17.01144,17.22077,17.39761,17.53565,0.01553488,0.004927041,0.005258449,0.006440465,0.01499884
1237668625695768600,182.514439310594,18.5427786088982,17.83388,16.3257,15.73746,15.48914,15.4119,0.01257691,0.004728164,0.004246056,0.004299498,0.006028268
1237668625695768600,182.506905864877,18.5444653736538,18.51591,16.94092,16.32825,16.07603,15.89487,0.0174035,0.005149577,0.004530488,0.004618399,0.006828001
1237668496858415400,182.55698239507,18.5151873395867,22.21681,21.51432,21.18519,21.12202,21.10147,0.3131689,0.05711717,0.07333693,0.1111482,0.3682463
1237668496858415400,182.55165951485,18.5151718403223,23.47322,22.29062,21.47904,21.83122,21.92707,0.8627217,0.1077891,0.09349265,0.205436,0.6679906
1237668496858415400,182.550073290683,18.5158174558364,22.70828,21.66362,21.41463,21.16593,21.36134,0.4831904,0.06594427,0.09123664,0.1175129,0.4613542
1237668496858415400,182.551778738756,18.5139789566116,23.45317,22.97854,24.22791,22.35578,23.78208,0.8453203,0.193598,0.8330605,0.3230658,0.6287792
1237668496858415400,182.550968376816,18.5118462882472,21.9413,20.63042,20.3548,20.34222,20.44312,0.2436138,0.02850537,0.03630842,0.05578149,0.206544
1237668496858415400,182.550984116924,18.5140367113548,24.26299,22.52206,21.86938,21.87419,22.34401,1.299613,0.1304307,0.1314616,0.2118396,0.8164531
1237668496858350300,182.520603830682,18.5145629475988,25.34372,23.03369,23.10581,23.68068,22.1837,1.110989,0.2030013,0.3831932,0.8552718,0.7694154
1237668496858350300,182.527653665511,18.5078213234883,23.45819,22.18949,21.34297,21.38548,20.97259,0.9963811,0.1154752,0.09374689,0.1561152,0.3800309
1237668496858349600,182.522537154145,18.5100034979131,17.86452,16.72425,16.21953,15.99744,15.87896,0.01397074,0.004053424,0.003534118,0.003804649,0.006811341
1237668496858349600,182.539657938139,18.514280966251,19.86119,18.52976,18.02242,17.81063,17.71395,0.04868771,0.007722608,0.007124029,0.008254035,0.02131274
1237668496858349800,182.538241024521,18.5067754870239,23.88654,22.74696,22.01776,21.88768,22.49996,1.204111,0.1699571,0.1583325,0.225664,0.9326295
1237668496858350300,182.539714346857,18.5098556356288,22.65293,21.48614,21.09089,21.23086,21.18401,0.4619145,0.0572228,0.0689979,0.1229788,0.4043263
1237668496858349800,182.537823832995,18.5079848478695,21.78702,20.69578,20.49123,20.44286,20.43386,0.2230053,0.03010833,0.04069889,0.06021451,0.2082744
1237668496858349600,182.535277171069,18.5121093172281,19.19924,17.81393,17.24311,16.99417,16.87729,0.03116122,0.005649195,0.004921596,0.005381563,0.01187545
1237668496858349800,182.536510513818,18.5072384537051,23.57996,23.40704,22.30021,23.23593,22.92197,0.9253876,0.2783797,0.193883,0.6499183,0.8963187
1237668496858350300,182.528689843852,18.5063204487523,23.06177,21.25351,21.0589,20.92369,21.18,0.6664509,0.0482327,0.06835016,0.09562492,0.4115937
1237668496858349800,182.532411246552,18.5051348279049,23.18457,22.2883,22.03422,21.98239,21.6794,0.7814384,0.1224527,0.1685234,0.2589768,0.6478499
1237668496858349800,182.531517670799,18.5056088554453,26.40693,22.61682,22.14969,23.19826,22.10827,0.5733742,0.1667611,0.1924031,0.7260206,0.8621259
1237668496858350300,182.528027547111,18.5085943358533,23.6292,21.84052,21.58797,21.50116,22.08357,0.9591259,0.07324121,0.1026519,0.1499729,0.7245942
1237668496858349800,182.531639723447,18.50676843189,21.85138,21.02486,20.84631,20.86728,20.43408,0.2498919,0.04162688,0.05846572,0.09392905,0.2250601
1237668496858349800,182.532448840132,18.5083656949346,25.31041,22.88211,22.53281,23.62138,22.38978,1.133661,0.1793887,0.2365705,0.8285333,0.8344267
1237668496858350300,182.544877995812,18.5057310995033,23.29519,23.12311,23.00424,23.24695,21.6139,0.7633857,0.2248555,0.3588702,0.6655002,0.548634
1237668496858349800,182.542513751294,18.5075575085275,23.55061,21.45466,21.14849,20.95682,22.81748,0.9328095,0.05548298,0.0714917,0.09484745,0.9322024
1237668496858349800,182.541658281796,18.5060690765275,21.67476,20.55982,20.31884,20.21785,20.20112,0.1960634,0.02691561,0.03475433,0.04883475,0.1635678
1237668496858350300,182.546710014297,18.5058317578593,25.00185,23.05618,22.83969,22.63138,22.87923,1.276863,0.2087862,0.3080205,0.404281,0.8981781
1237668496858349800,182.544741191559,18.507369230611,26.40911,22.93722,24.38763,23.3401,21.74685,0.494628,0.1890665,0.8840745,0.6996747,0.59233
1237668496858349800,182.544615569729,18.5081988856222,24.28292,22.03492,21.54974,21.63407,22.02393,1.609606,0.1076886,0.1204171,0.2097157,0.8990714
1237668625695834600,182.563263889229,18.5571729161926,24.63453,23.32692,23.38237,22.76249,23.42777,0.8357039,0.1850235,0.3162722,0.2998096,0.5196252
1237668625695834600,182.563392888169,18.5543546141418,24.83032,23.45005,22.9105,22.76317,22.17074,0.7969775,0.2047363,0.2178473,0.2997079,0.5134166
1237668625695769600,182.56060181066,18.5551175503399,24.7198,23.13289,22.73871,21.89599,22.78946,0.8419262,0.1581493,0.1875893,0.1427759,0.6061047
1237668625695834000,182.56330420358,18.5480277534578,19.85507,18.60239,18.69608,18.83716,18.95482,0.03712298,0.007727019,0.009315013,0.01304999,0.04083701
1237668625695834000,182.563302549032,18.5500136093086,23.0339,21.75417,21.36147,21.25497,21.63558,0.3845614,0.05222419,0.05857203,0.08211151,0.3643731
1237668625695768600,182.526636140826,18.5523965682479,18.53979,16.92155,16.30754,16.0337,15.94109,0.0178227,0.004959396,0.004348185,0.00443401,0.006868469
1237668625695768800,182.535358142478,18.5499333579059,18.27906,17.03821,16.92611,16.90358,16.88574,0.01579653,0.005084921,0.004949352,0.00552627,0.01047324
1237668625695768600,182.535994447207,18.5506539581117,17.89567,16.46549,15.93512,15.71226,15.61411,0.013105,0.00458529,0.004100854,0.004244927,0.006111637
1237668625695768800,182.534245753703,18.5498340026472,18.33121,17.03738,17.25252,17.3835,17.52003,0.01630474,0.005024994,0.005480512,0.006573465,0.01515646
1237668496858415400,182.563041825003,18.5240073588092,21.76676,20.70507,20.47159,20.33216,20.57192,0.2080472,0.02974811,0.03956943,0.05436998,0.2263637
1237668496858415000,182.554219054128,18.5267676097398,22.09169,20.99401,20.81107,20.89766,20.34821,0.290804,0.03798186,0.05479925,0.09283306,0.1932073
1237668496858415000,182.557548826974,18.5241903138421,23.92381,20.80177,20.49966,20.30111,22.60027,1.26744,0.03577249,0.04469742,0.05937972,1.018003
1237668496858415000,182.557152001822,18.5238017753974,21.45235,20.93637,20.84855,20.7783,20.56096,0.1605185,0.03592622,0.05518552,0.08103569,0.2248677
1237668496858415000,182.559458852787,18.5254536743929,20.95243,20.00709,19.6411,19.54074,19.47456,0.1073598,0.01818097,0.02056001,0.02816295,0.08698276
1237668496858415000,182.558379959128,18.5225907898191,24.1008,22.90623,22.43545,23.25456,23.24732,1.341384,0.2000107,0.2361815,0.7263774,0.9328173
1237668496858415000,182.559481374137,18.5225647398423,23.83574,22.77829,22.4035,22.20996,22.51015,1.073188,0.1630956,0.2124061,0.286079,0.8634676
1237668496858415000,182.553164665706,18.5279959344308,23.16179,21.44105,21.4004,21.20649,21.74197,0.7034949,0.05253771,0.08938809,0.1187559,0.5871611
1237668496858415000,182.55807321744,18.5284594206419,21.33725,20.03133,19.65687,19.53317,19.55044,0.1475782,0.0185672,0.02096505,0.0281124,0.09308876
1237668496858415000,182.558320388553,18.5297051093912,23.04374,21.16485,21.00842,20.90287,22.25053,0.6426067,0.04410792,0.06544989,0.09411896,0.8254281
1237668496858415000,182.554416707474,18.5327479586302,21.16212,20.14818,19.85445,19.6892,19.85302,0.1352066,0.02009679,0.02465906,0.0322821,0.122096
1237668496858415400,182.560496881148,18.5173314204957,21.38888,20.48922,20.22428,20.05146,20.02795,0.1515531,0.02543133,0.03226973,0.04295759,0.1415661
1237668496858415000,182.553386330166,18.5232113351963,21.82927,22.14128,21.99878,21.48856,21.52387,0.226258,0.09506548,0.1504328,0.1519865,0.4999096
1237668496858415000,182.554029133581,18.5241958464867,21.67653,22.43303,22.52209,22.22333,21.20974,0.2002766,0.1213688,0.2387112,0.2910721,0.3906813
1237668496858415000,182.552569566827,18.5193532303996,20.00822,18.61741,18.08696,17.8696,17.8112,0.05375254,0.008021622,0.007406467,0.008490603,0.02222222
1237668496858349600,182.545473928479,18.533068890915,19.33897,18.05924,17.54457,17.32947,17.19556,0.03389555,0.006330484,0.005714789,0.006454935,0.0145638
1237668496858349600,182.541683657011,18.5302036385103,17.95051,16.6895,16.80994,16.93564,16.9379,0.01472154,0.003964304,0.00419484,0.005306243,0.01255613
1237668496858415000,182.548460491916,18.5199686997293,20.80543,19.51766,19.05185,18.90071,18.8469,0.09813573,0.0133582,0.01353537,0.01713758,0.05058083
1237668496858415000,182.5503001468,18.5190508648087,24.20714,21.43384,21.3371,21.2397,21.30693,1.589565,0.0639386,0.1028614,0.1495416,0.5305735
1237668625695768600,182.516884958793,18.5481143383379,17.54564,15.29393,14.37912,15.45535,13.78572,0.01066264,0.004187818,0.003721112,0.0126155,0.00434747
1237668625695768800,182.522554067978,18.548872926789,18.22715,16.97838,17.42442,17.58677,17.85737,0.01587707,0.005041068,0.006019644,0.007411768,0.01997161
1237668625695768800,182.520535004738,18.537202948114,18.52627,17.58528,18.13881,18.79783,22.8269,0.01882901,0.006204851,0.008223549,0.01508294,0.6760101
1237668625695768800,182.526796309971,18.5387279169812,18.71695,17.33673,18.1482,21.14262,22.8269,0.0229989,0.005813342,0.009144291,0.1508586,0.7866289
1237668625695768800,182.52287975047,18.5421816412276,18.44973,17.3207,18.4706,24.3618,22.82689,0.01952915,0.006086871,0.01216396,1.221737,0.7727475
1237668625695768800,182.517036258168,18.5440336861559,18.49128,17.15539,17.4551,17.82466,17.91313,0.01922708,0.005414925,0.006338303,0.00880599,0.02148872
1237668625695768800,182.529635142422,18.5473300282518,18.491,17.30463,18.21314,18.6505,20.14868,0.01973109,0.005717445,0.009240362,0.01470728,0.1396278
1237668625695768800,182.531534355385,18.5434957950858,18.47643,17.23286,17.7747,18.34579,18.57437,0.01977532,0.00564026,0.007451241,0.01261569,0.03458698
1237668625695768800,182.530910887314,18.5457193244856,18.54078,17.26553,17.81641,18.38611,18.54077,0.02025564,0.005541874,0.007230136,0.01188318,0.03283887
1237668625695768800,182.529274655929,18.5391822250237,18.47113,17.14572,17.4223,17.86856,18.16039,0.01836335,0.005355209,0.006021183,0.008660286,0.02499822
1237668625695768800,182.528859321028,18.5429128292358,18.60904,17.43468,17.70001,18.2312,18.67066,0.02310311,0.006179442,0.007599948,0.012888,0.04299762
1237668625695768600,182.526739638724,18.5397683604359,18.07646,16.05472,15.36256,15.1997,14.94887,0.01632509,0.004563218,0.0040781,0.004348875,0.005376614
1237668625695768600,182.527784019704,18.5411248072826,18.23463,17.0536,17.4267,18.09461,18.33108,0.01920701,0.005669219,0.007090474,0.01284008,0.03531108
1237668625695768800,182.524527781577,18.5426644389688,17.85685,17.13138,24.80204,24.36181,22.82691,0.0584836,0.01791476,11.83435,9.595301,6.254215
1237668625695768800,182.526523744407,18.5471196794098,18.61732,17.22424,17.8071,18.08201,18.53761,0.02060184,0.005498694,0.007237444,0.00996541,0.03511516
1237668625695768800,182.522333782554,18.5440804275005,18.52286,17.29836,17.10011,16.93418,17.13034,0.01984764,0.005905588,0.006028255,0.006559178,0.014194
1237668625695768600,182.521886541058,18.547683887805,18.32268,16.19319,15.50751,15.17955,15.0355,0.01617361,0.00446009,0.003992147,0.004026293,0.005241709
1237668625695768800,182.524628908972,18.5453223782398,18.63165,17.13837,16.64785,16.37226,16.38571,0.02360415,0.005799659,0.005210987,0.005143147,0.009380709
1237668625695768800,182.524155949996,18.5449364948494,18.53391,17.14133,16.76935,16.56853,16.39977,0.02148317,0.00559826,0.005319889,0.005545918,0.00919913
1237668496858349600,182.531419348565,18.5181996049952,17.65091,15.60136,14.72959,14.38047,14.18276,0.0124086,0.003413605,0.002831352,0.002949485,0.003811137
1237668496858349600,182.516942903497,18.5308043689202,21.89457,25.11437,18.43846,18.59133,17.79069,0.2394116,1.127127,0.01000471,0.01437806,0.02239837
1237668496858349600,182.517837548745,18.5304897298086,19.64589,18.21282,17.69589,17.50537,17.37281,0.04311316,0.007015456,0.006295917,0.007135657,0.01648764
1237668496858349600,182.521894726847,18.5221653446169,19.60168,18.24303,17.70475,17.48884,17.35835,0.04124893,0.006798595,0.006061369,0.006910534,0.01666084
1237668496858349600,182.527808627673,18.519117226225,21.82223,18.8071,17.38727,16.67047,16.27093,0.2354119,0.009215294,0.005258213,0.004728578,0.008467252
1237668625695768600,182.520571686017,18.5345173852463,18.18952,16.95828,16.92538,16.94709,17.18759,0.01498593,0.005034583,0.004918483,0.005569603,0.01260024
1237668496858349600,182.527403875563,18.5299782451121,19.30439,17.90731,17.35402,17.15889,17.00686,0.03393987,0.006012299,0.005266853,0.005887778,0.01286533
1237668625695768600,182.526429517233,18.5371735150972,18.20988,16.92004,17.13797,17.47719,17.56062,0.0170764,0.005216144,0.005789695,0.007946391,0.01875541
1237668496858349600,182.528016458944,18.5329591856844,19.46004,18.17626,17.65302,17.48655,17.3071,0.03811862,0.006974999,0.006270263,0.007208605,0.0159716
1237668496858349600,182.523157276101,18.5322078291702,18.99579,17.85398,17.2688,17.13582,16.87795,0.03245578,0.00678575,0.005768977,0.006744339,0.01474649
1237668496858349600,182.538638721861,18.5192107388648,21.07134,18.27135,17.21465,16.83521,16.59677,0.1246629,0.006855869,0.0048585,0.005047028,0.01011909
1237668496858349600,182.535776699006,18.5215369970721,18.3054,17.25525,17.5095,17.70743,17.86618,0.01785117,0.004629087,0.005588141,0.007854521,0.02431123
1237668625695768800,182.533691357026,18.5363365551133,18.39149,17.12179,17.00046,17.09751,17.11396,0.0177398,0.005248388,0.005197053,0.006194335,0.01259424
1237668625695768600,182.534390088363,18.5353786031246,18.11521,16.2353,15.46686,15.17861,14.98728,0.01480761,0.004800505,0.003545209,0.004244545,0.005412335
1237668496858349600,182.534919065375,18.5299250914487,18.21704,17.04365,17.22865,17.40496,17.46517,0.01726094,0.00436367,0.004948149,0.006674908,0.01795698
1237668625695834400,182.566415435294,18.5557039758447,21.82556,21.13449,20.83767,20.77582,20.90109,0.1533771,0.03383527,0.03970829,0.057102,0.2168207
1237668625695834600,182.56860658224,18.5452868829305,22.57885,21.57057,21.16729,21.15873,21.51625,0.2698939,0.0451308,0.0498867,0.07584728,0.3384654
1237668625695834600,182.567085046443,18.5494438626292,24.00645,22.87025,22.42481,22.05132,22.0551,0.7531468,0.1355563,0.1516742,0.1734034,0.5148091
1237668625695834400,182.565724660652,18.5359258041745,21.89075,20.92969,20.69707,20.6021,20.77767,0.1555859,0.02866134,0.03496753,0.04806645,0.1877084
1237668625695834400,182.565010456759,18.5359581471237,24.59489,22.7272,22.52041,22.46358,22.12247,0.8292388,0.1143641,0.1579281,0.2343786,0.4943179
1237668496858415600,182.564707398201,18.5287452666314,23.48952,21.60386,21.40573,21.12844,21.12282,0.8522715,0.06033189,0.08888932,0.1100885,0.3628547
1237668496858415600,182.564470237239,18.5328791276309,22.91561,21.97736,21.64673,21.59335,21.65834,0.5523598,0.08231554,0.1102175,0.168052,0.5555913
1237668625695768600,182.493633265204,18.5691027066845,15.98614,14.73195,14.31918,15.36921,14.13898,0.005922087,0.003989758,0.003591337,0.01241879,0.004382096
1237668625695769000,182.488384838047,18.5629772128945,22.07442,21.31719,21.11272,20.93927,21.02506,0.1849903,0.03774966,0.04790453,0.06558291,0.2354972
1237668625695768600,182.515778126669,18.563168376002,18.2086,16.24975,15.49636,15.20447,15.06797,0.01473376,0.004432005,0.003862283,0.003870349,0.005174509
